epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
247,899.616,0.59217,0.89258,0.49851,0.94585,0.8481,0.8863,0.88302,0.7186,0.8132,0.82423,0.81117,0.54122,0.68517,1.70431,0.76751,0.96692,5.17439e-05,5.17439e-05,5.17439e-05
248,903.195,0.55991,0.88762,0.50743,0.93931,0.83109,0.88573,0.87382,0.71737,0.78189,0.84562,0.80547,0.5451,0.69693,1.70928,0.76788,0.97205,5.1433e-05,5.1433e-05,5.1433e-05
249,906.668,0.55952,0.81894,0.47594,0.9328,0.81053,0.9078,0.87517,0.71179,0.76095,0.85753,0.80099,0.54225,0.7118,1.72213,0.76469,0.97838,5.1122e-05,5.1122e-05,5.1122e-05
250,910.272,0.60149,0.89279,0.50178,0.94331,0.83182,0.92186,0.87689,0.70477,0.77893,0.87587,0.80707,0.53413,0.71824,1.7337,0.76285,0.97898,5.0811e-05,5.0811e-05,5.0811e-05
251,913.978,0.55124,0.81842,0.47819,0.94778,0.83199,0.91123,0.88154,0.70982,0.77968,0.86083,0.80621,0.53555,0.71177,1.73077,0.75032,0.97569,5.05e-05,5.05e-05,5.05e-05
252,917.596,0.60628,0.91799,0.51111,0.95259,0.8403,0.9092,0.88743,0.71923,0.79098,0.86462,0.81075,0.53996,0.70162,1.72445,0.7362,0.97043,5.0189e-05,5.0189e-05,5.0189e-05
253,921.219,0.5558,0.86594,0.49329,0.94975,0.85836,0.90178,0.8971,0.72769,0.79913,0.85181,0.81837,0.54071,0.6935,1.72584,0.73047,0.96856,4.9878e-05,4.9878e-05,4.9878e-05
254,924.808,0.54243,0.82265,0.48323,0.93706,0.86039,0.9098,0.89999,0.72998,0.8008,0.85425,0.82198,0.54285,0.69638,1.69809,0.72533,0.96582,4.9567e-05,4.9567e-05,4.9567e-05
255,928.475,0.61934,0.88455,0.50523,0.94573,0.86086,0.90506,0.89917,0.73161,0.84067,0.81497,0.81718,0.54758,0.70178,1.67823,0.7236,0.96182,4.92561e-05,4.92561e-05,4.92561e-05
256,932.063,0.59847,0.95521,0.51584,0.94954,0.86406,0.88665,0.89366,0.71933,0.85592,0.82362,0.82853,0.5415,0.70906,1.67374,0.73169,0.96464,4.89452e-05,4.89452e-05,4.89452e-05
257,935.683,0.5688,0.83454,0.50084,0.94486,0.82187,0.92273,0.89478,0.72073,0.85773,0.82969,0.82738,0.54379,0.71042,1.67203,0.74255,0.96451,4.86343e-05,4.86343e-05,4.86343e-05
258,939.203,0.55059,0.84167,0.48051,0.94938,0.88682,0.86333,0.89138,0.71789,0.8636,0.83387,0.82579,0.54861,0.70922,1.68558,0.74621,0.96425,4.83236e-05,4.83236e-05,4.83236e-05
259,942.788,0.56831,0.85382,0.4866,0.93954,0.87796,0.87798,0.88973,0.72061,0.84179,0.8461,0.82573,0.54993,0.70071,1.69196,0.75061,0.96035,4.80129e-05,4.80129e-05,4.80129e-05
260,946.464,0.54303,0.85228,0.48276,0.93751,0.87594,0.87388,0.88205,0.71695,0.84219,0.84148,0.81852,0.54616,0.69128,1.70363,0.75642,0.95776,4.77023e-05,4.77023e-05,4.77023e-05
261,949.917,0.55958,0.85613,0.4858,0.94785,0.83385,0.91204,0.88271,0.71683,0.80637,0.86273,0.81883,0.55375,0.69442,1.70632,0.75472,0.95698,4.73919e-05,4.73919e-05,4.73919e-05
262,953.445,0.58313,0.84165,0.50375,0.95407,0.83809,0.91667,0.88667,0.7176,0.79726,0.86446,0.81734,0.55416,0.6947,1.70495,0.7488,0.95779,4.70815e-05,4.70815e-05,4.70815e-05
263,957.077,0.57431,0.87019,0.49556,0.94748,0.84223,0.91204,0.88964,0.7222,0.79894,0.87418,0.82706,0.55717,0.69985,1.6898,0.74543,0.96089,4.67713e-05,4.67713e-05,4.67713e-05
264,960.714,0.60455,0.97633,0.51752,0.94963,0.83247,0.91124,0.8878,0.71872,0.79918,0.88282,0.83967,0.55375,0.7095,1.68036,0.74328,0.96387,4.64613e-05,4.64613e-05,4.64613e-05
265,964.252,0.55866,0.92267,0.48103,0.94136,0.83492,0.91046,0.88692,0.71629,0.78995,0.85772,0.81767,0.54923,0.70431,1.66267,0.74887,0.96188,4.61514e-05,4.61514e-05,4.61514e-05
266,967.92,0.56004,0.85658,0.49934,0.9327,0.83626,0.89872,0.88659,0.72155,0.80023,0.84499,0.81546,0.55263,0.69775,1.64159,0.74359,0.96075,4.58416e-05,4.58416e-05,4.58416e-05
267,971.468,0.55696,0.83233,0.47352,0.93292,0.84853,0.89933,0.88588,0.7283,0.80147,0.84103,0.81671,0.5505,0.6877,1.62789,0.74231,0.96028,4.55321e-05,4.55321e-05,4.55321e-05
268,975.019,0.55693,0.89715,0.49,0.94538,0.85805,0.8941,0.88925,0.73646,0.80362,0.84892,0.82357,0.55621,0.68437,1.62307,0.7399,0.96091,4.52227e-05,4.52227e-05,4.52227e-05
269,978.625,0.59886,0.90967,0.49587,0.95414,0.85774,0.89346,0.88584,0.72526,0.81275,0.85219,0.82988,0.55425,0.68648,1.62526,0.74128,0.95951,4.49136e-05,4.49136e-05,4.49136e-05
270,982.205,0.57381,0.84077,0.4909,0.94538,0.8659,0.90517,0.88961,0.72744,0.81641,0.85888,0.83023,0.55399,0.68816,1.64289,0.73786,0.95657,4.46047e-05,4.46047e-05,4.46047e-05
271,985.954,0.56211,0.84132,0.4837,0.93958,0.84817,0.90347,0.88782,0.72748,0.79926,0.85727,0.83085,0.55458,0.69159,1.6626,0.73856,0.95489,4.4296e-05,4.4296e-05,4.4296e-05
272,989.438,0.5492,0.75926,0.48531,0.93306,0.84268,0.88895,0.88776,0.72466,0.82518,0.84071,0.83496,0.55832,0.69551,1.67132,0.73067,0.95681,4.39876e-05,4.39876e-05,4.39876e-05
273,992.962,0.56763,0.91033,0.49151,0.94575,0.84843,0.89945,0.88639,0.71756,0.79857,0.84728,0.8273,0.55094,0.69289,1.66985,0.73,0.95868,4.36794e-05,4.36794e-05,4.36794e-05
274,996.665,0.56312,0.85655,0.49124,0.94213,0.8344,0.91319,0.89065,0.71254,0.84295,0.80683,0.82103,0.55086,0.70493,1.6836,0.72491,0.96384,4.33715e-05,4.33715e-05,4.33715e-05
275,1000.16,0.57306,0.82265,0.4921,0.9368,0.85608,0.88554,0.89053,0.71291,0.82271,0.82669,0.82827,0.55878,0.69834,1.6851,0.72147,0.9605,4.30638e-05,4.30638e-05,4.30638e-05
276,1003.86,0.57173,0.84322,0.48035,0.9429,0.84747,0.89943,0.89455,0.72229,0.79024,0.84956,0.82563,0.55923,0.69031,1.67687,0.71411,0.95409,4.27565e-05,4.27565e-05,4.27565e-05
277,1007.51,0.56318,0.84513,0.49699,0.94801,0.84121,0.91703,0.89831,0.72667,0.79921,0.87556,0.84588,0.56509,0.68504,1.66991,0.71033,0.95126,4.24495e-05,4.24495e-05,4.24495e-05
278,1011.14,0.56501,0.86389,0.47773,0.93808,0.84811,0.92677,0.90525,0.72964,0.80549,0.88665,0.84842,0.56493,0.68711,1.68392,0.71432,0.95264,4.21427e-05,4.21427e-05,4.21427e-05
279,1014.71,0.563,0.89488,0.49901,0.95189,0.83864,0.922,0.90262,0.7341,0.79787,0.87853,0.8471,0.56687,0.68362,1.69194,0.72548,0.95657,4.18364e-05,4.18364e-05,4.18364e-05
280,1018.33,0.59881,0.97268,0.50215,0.96383,0.82926,0.92832,0.89904,0.73851,0.82174,0.86309,0.83752,0.56981,0.67655,1.68947,0.72927,0.95671,4.15303e-05,4.15303e-05,4.15303e-05
281,1021.97,0.55967,0.8794,0.48128,0.94003,0.83239,0.93534,0.89623,0.7362,0.81364,0.8725,0.83303,0.57453,0.68004,1.68405,0.73255,0.95619,4.12246e-05,4.12246e-05,4.12246e-05
282,1025.63,0.57222,0.87845,0.48241,0.94082,0.83197,0.9387,0.89125,0.72926,0.80758,0.87124,0.82495,0.57077,0.6902,1.68899,0.73716,0.95654,4.09193e-05,4.09193e-05,4.09193e-05
283,1029.15,0.57141,0.90757,0.50955,0.9587,0.84687,0.91625,0.8895,0.72584,0.8051,0.87639,0.83135,0.57196,0.69322,1.69962,0.73851,0.9557,4.06144e-05,4.06144e-05,4.06144e-05
284,1032.81,0.54845,0.80052,0.47378,0.94257,0.84837,0.928,0.8911,0.72877,0.80708,0.88673,0.83233,0.57249,0.67937,1.71752,0.73966,0.95259,4.03098e-05,4.03098e-05,4.03098e-05
285,1036.35,0.56051,0.8121,0.48609,0.93658,0.83996,0.92462,0.89618,0.73134,0.79485,0.87852,0.82902,0.57711,0.67012,1.73632,0.74671,0.95292,4.00056e-05,4.00056e-05,4.00056e-05
286,1039.91,0.57039,0.87361,0.47573,0.94181,0.84835,0.91792,0.89917,0.7293,0.80169,0.87165,0.82852,0.57269,0.67203,1.73908,0.7478,0.95829,3.97019e-05,3.97019e-05,3.97019e-05
287,1043.55,0.54991,0.79111,0.46714,0.93396,0.84763,0.91153,0.89358,0.72731,0.79609,0.86103,0.81924,0.5643,0.67716,1.72494,0.74474,0.96344,3.93986e-05,3.93986e-05,3.93986e-05
288,1047.06,0.53538,0.77896,0.46434,0.92504,0.86372,0.8948,0.89286,0.72705,0.82105,0.8485,0.82536,0.56285,0.67967,1.71159,0.74304,0.96376,3.90957e-05,3.90957e-05,3.90957e-05
289,1050.78,0.5622,0.85131,0.49179,0.93677,0.85758,0.89943,0.89413,0.7277,0.8382,0.84013,0.82706,0.56387,0.68009,1.69167,0.73584,0.96258,3.87933e-05,3.87933e-05,3.87933e-05
290,1054.43,0.61567,0.96303,0.50723,0.96169,0.85874,0.89636,0.89418,0.73081,0.85744,0.82072,0.824,0.56838,0.6748,1.67669,0.72455,0.96032,3.84913e-05,3.84913e-05,3.84913e-05
291,1058.13,0.53049,0.7815,0.46097,0.93274,0.85843,0.89943,0.89474,0.72803,0.85088,0.82072,0.82487,0.56986,0.67668,1.67931,0.71418,0.95782,3.81899e-05,3.81899e-05,3.81899e-05
292,1061.67,0.57488,0.82597,0.48617,0.94311,0.8648,0.91742,0.90128,0.73325,0.81203,0.86644,0.82165,0.56962,0.68166,1.69627,0.70812,0.95871,3.78888e-05,3.78888e-05,3.78888e-05
293,1065.32,0.54794,0.88042,0.46351,0.94664,0.86391,0.92364,0.90222,0.72742,0.81947,0.87739,0.83605,0.57032,0.68173,1.7174,0.70654,0.95851,3.75883e-05,3.75883e-05,3.75883e-05
294,1068.89,0.54824,0.76307,0.46917,0.93716,0.84448,0.92052,0.90131,0.72535,0.81163,0.87729,0.83437,0.56886,0.68202,1.7369,0.70961,0.95745,3.72884e-05,3.72884e-05,3.72884e-05
295,1072.46,0.55129,0.90644,0.48121,0.93874,0.8462,0.91906,0.89838,0.72633,0.81317,0.87739,0.83172,0.56546,0.67616,1.74758,0.71232,0.95551,3.69889e-05,3.69889e-05,3.69889e-05
296,1076.08,0.54589,0.78665,0.47191,0.93915,0.84743,0.91961,0.89695,0.72192,0.81009,0.88283,0.83578,0.56037,0.67604,1.74744,0.71619,0.95372,3.66899e-05,3.66899e-05,3.66899e-05
297,1079.7,0.54865,0.83016,0.48131,0.95281,0.85544,0.91757,0.89515,0.72077,0.80768,0.87154,0.81883,0.55852,0.67472,1.72069,0.72421,0.95168,3.63915e-05,3.63915e-05,3.63915e-05
298,1083.23,0.53824,0.79945,0.45373,0.93311,0.85155,0.92369,0.8962,0.72294,0.80939,0.88202,0.82277,0.56551,0.67276,1.71054,0.73092,0.95089,3.60937e-05,3.60937e-05,3.60937e-05
299,1086.92,0.54306,0.79276,0.47986,0.94159,0.85345,0.91879,0.89247,0.72304,0.81093,0.87719,0.82165,0.56725,0.67178,1.69838,0.73541,0.95152,3.57964e-05,3.57964e-05,3.57964e-05
300,1090.42,0.53551,0.86349,0.48653,0.93096,0.83923,0.92832,0.89305,0.72265,0.80765,0.87563,0.82905,0.56693,0.66858,1.70024,0.72717,0.9505,3.54998e-05,3.54998e-05,3.54998e-05
301,1093.94,0.57849,0.96396,0.48235,0.95271,0.85477,0.9052,0.89067,0.7234,0.80577,0.85979,0.82313,0.56286,0.66831,1.71539,0.72419,0.94928,3.52037e-05,3.52037e-05,3.52037e-05
302,1097.52,0.55911,0.8298,0.46185,0.9398,0.86647,0.89912,0.88886,0.71877,0.81349,0.85313,0.82142,0.56423,0.67638,1.7437,0.72712,0.95239,3.49082e-05,3.49082e-05,3.49082e-05
303,1101.16,0.56327,0.88098,0.47102,0.93318,0.85503,0.90405,0.88795,0.71785,0.82408,0.859,0.83715,0.56633,0.68194,1.75695,0.72902,0.95393,3.46133e-05,3.46133e-05,3.46133e-05
304,1104.88,0.54372,0.81853,0.47556,0.93923,0.85754,0.90511,0.88739,0.72119,0.81703,0.8595,0.83157,0.5627,0.68504,1.74904,0.72875,0.95285,3.4319e-05,3.4319e-05,3.4319e-05
305,1108.48,0.54742,0.80991,0.45263,0.93632,0.85663,0.90616,0.88502,0.71988,0.83511,0.87703,0.85014,0.56388,0.68412,1.72621,0.73176,0.95169,3.40254e-05,3.40254e-05,3.40254e-05
306,1112.05,0.55565,0.82372,0.46897,0.93436,0.86433,0.9054,0.88656,0.72182,0.83532,0.87762,0.85307,0.56681,0.68518,1.70115,0.72901,0.95292,3.37325e-05,3.37325e-05,3.37325e-05
307,1115.61,0.51872,0.78828,0.46692,0.93866,0.85978,0.90528,0.89148,0.72227,0.82558,0.87301,0.84645,0.57125,0.68821,1.67448,0.72712,0.95621,3.34402e-05,3.34402e-05,3.34402e-05
308,1119.2,0.53355,0.81787,0.46548,0.94584,0.85867,0.9158,0.89438,0.72287,0.80616,0.85661,0.82536,0.56518,0.69147,1.66262,0.72316,0.95786,3.31486e-05,3.31486e-05,3.31486e-05
309,1123.2,0.52975,0.75251,0.45587,0.92056,0.85202,0.9111,0.89701,0.72809,0.81601,0.83842,0.82368,0.56813,0.69787,1.66894,0.72528,0.96002,3.28576e-05,3.28576e-05,3.28576e-05
310,1126.7,0.55535,0.85295,0.47228,0.93061,0.86176,0.89508,0.89559,0.72097,0.822,0.84626,0.82506,0.56167,0.70602,1.68002,0.7314,0.96204,3.25674e-05,3.25674e-05,3.25674e-05
311,1130.33,0.56058,0.86711,0.48307,0.94816,0.85452,0.90405,0.89725,0.72428,0.80732,0.8568,0.83033,0.5612,0.70838,1.69298,0.72879,0.96277,3.22778e-05,3.22778e-05,3.22778e-05
312,1133.94,0.53978,0.87325,0.4738,0.94675,0.84972,0.91331,0.90052,0.72623,0.80731,0.87165,0.83006,0.56271,0.70547,1.71162,0.72667,0.96177,3.1989e-05,3.1989e-05,3.1989e-05
313,1137.42,0.55076,0.82672,0.46226,0.92886,0.86364,0.91443,0.90543,0.73434,0.80861,0.87277,0.83,0.56258,0.70143,1.71488,0.72374,0.96051,3.17009e-05,3.17009e-05,3.17009e-05
314,1141.03,0.57026,0.78665,0.47444,0.95059,0.86046,0.91218,0.90223,0.73423,0.81373,0.87277,0.83341,0.56568,0.69388,1.71292,0.72558,0.95715,3.14136e-05,3.14136e-05,3.14136e-05
315,1144.56,0.53819,0.84591,0.47436,0.94705,0.86418,0.91906,0.89988,0.73174,0.8107,0.87277,0.82779,0.5666,0.69181,1.70043,0.72056,0.95544,3.1127e-05,3.1127e-05,3.1127e-05
316,1148.19,0.55313,0.8223,0.46815,0.93574,0.85107,0.91443,0.89744,0.7312,0.80759,0.87277,0.83639,0.57193,0.69553,1.69657,0.71325,0.95679,3.08412e-05,3.08412e-05,3.08412e-05
317,1151.67,0.56297,0.84933,0.47447,0.93358,0.85232,0.9098,0.89062,0.72462,0.8187,0.87739,0.83977,0.57607,0.70432,1.68478,0.70733,0.95926,3.05561e-05,3.05561e-05,3.05561e-05
318,1155.43,0.55992,0.85729,0.46769,0.93037,0.85232,0.9098,0.89022,0.72774,0.81834,0.87739,0.83897,0.57588,0.70575,1.68498,0.70712,0.95996,3.02719e-05,3.02719e-05,3.02719e-05
319,1158.84,0.55606,0.86005,0.47671,0.94452,0.86489,0.9098,0.89303,0.72719,0.82419,0.87277,0.83406,0.57658,0.70349,1.69698,0.70928,0.95946,2.99884e-05,2.99884e-05,2.99884e-05
320,1162.52,0.58634,0.87174,0.49001,0.9351,0.86311,0.9098,0.89467,0.731,0.81216,0.87739,0.83251,0.57499,0.70696,1.72136,0.71156,0.9608,2.97058e-05,2.97058e-05,2.97058e-05
321,1166.14,0.53605,0.80842,0.44063,0.93179,0.86076,0.91335,0.89556,0.73097,0.80705,0.86351,0.82273,0.57315,0.71082,1.74525,0.71978,0.96324,2.94239e-05,2.94239e-05,2.94239e-05
322,1169.64,0.54269,0.78718,0.4545,0.93099,0.84397,0.92378,0.89913,0.73183,0.78895,0.86851,0.82185,0.57102,0.71075,1.73777,0.71652,0.96506,2.91429e-05,2.91429e-05,2.91429e-05
323,1173.13,0.58073,0.87862,0.47215,0.95098,0.85043,0.92369,0.89959,0.73369,0.79837,0.87277,0.82563,0.56686,0.71041,1.72507,0.71444,0.96461,2.88628e-05,2.88628e-05,2.88628e-05
324,1176.72,0.57348,0.80236,0.4742,0.93421,0.85299,0.92977,0.90225,0.73666,0.79297,0.86948,0.82012,0.56959,0.70124,1.7138,0.71255,0.96205,2.85835e-05,2.85835e-05,2.85835e-05
325,1180.32,0.54912,0.83444,0.47334,0.92957,0.84903,0.93158,0.90151,0.73996,0.799,0.88117,0.82925,0.57184,0.69289,1.70995,0.71159,0.9592,2.8305e-05,2.8305e-05,2.8305e-05
326,1183.91,0.5359,0.76626,0.46661,0.93218,0.8453,0.93305,0.90156,0.73761,0.81064,0.87889,0.83499,0.56683,0.68551,1.70554,0.71086,0.95653,2.80275e-05,2.80275e-05,2.80275e-05
327,1187.58,0.54833,0.81709,0.4672,0.93351,0.85791,0.91906,0.90062,0.73654,0.80982,0.87277,0.82553,0.5634,0.68989,1.70827,0.71246,0.95656,2.77508e-05,2.77508e-05,2.77508e-05
328,1191.17,0.57807,0.93274,0.47938,0.94198,0.85594,0.91864,0.89789,0.73528,0.80827,0.87274,0.82131,0.56625,0.69358,1.71465,0.70926,0.95581,2.7475e-05,2.7475e-05,2.7475e-05
329,1194.77,0.55179,0.84176,0.47635,0.93989,0.85719,0.92454,0.8953,0.73375,0.79955,0.86925,0.81182,0.5677,0.69401,1.71457,0.71125,0.95509,2.72002e-05,2.72002e-05,2.72002e-05
330,1198.37,0.57496,0.90545,0.48397,0.94518,0.84502,0.92502,0.90044,0.73647,0.80193,0.86842,0.81662,0.56874,0.69761,1.72417,0.71314,0.95609,2.69262e-05,2.69262e-05,2.69262e-05
331,1202.02,0.50936,0.71745,0.43708,0.92455,0.86067,0.92569,0.90204,0.73966,0.80798,0.87517,0.81714,0.56954,0.69921,1.72316,0.70861,0.95709,2.66532e-05,2.66532e-05,2.66532e-05
332,1205.67,0.51188,0.82752,0.44645,0.92177,0.8564,0.91443,0.90216,0.73586,0.80789,0.86814,0.82474,0.57063,0.70339,1.71613,0.70589,0.95689,2.63811e-05,2.63811e-05,2.63811e-05
333,1209.3,0.5179,0.78455,0.4445,0.9218,0.86727,0.91443,0.90166,0.73367,0.80589,0.85888,0.81116,0.56552,0.70615,1.71489,0.7011,0.95699,2.611e-05,2.611e-05,2.611e-05
334,1212.92,0.56948,0.88135,0.48411,0.94096,0.86309,0.91906,0.90272,0.73253,0.80254,0.86814,0.82166,0.57197,0.70719,1.71232,0.69443,0.95575,2.58398e-05,2.58398e-05,2.58398e-05
335,1216.54,0.53904,0.81029,0.46148,0.9424,0.86557,0.92755,0.90438,0.73377,0.80527,0.87277,0.82062,0.57124,0.70221,1.71811,0.68883,0.9569,2.55707e-05,2.55707e-05,2.55707e-05
336,1220.16,0.52899,0.76111,0.45447,0.93124,0.85469,0.92369,0.90352,0.73705,0.79708,0.86981,0.8167,0.56813,0.6976,1.72253,0.68949,0.95657,2.53024e-05,2.53024e-05,2.53024e-05
337,1223.75,0.54511,0.77166,0.45175,0.92886,0.85829,0.91224,0.90605,0.73853,0.80031,0.85755,0.8173,0.56504,0.69166,1.75152,0.69306,0.95561,2.50352e-05,2.50352e-05,2.50352e-05
338,1227.45,0.51954,0.80734,0.45173,0.94073,0.86491,0.91494,0.90751,0.73904,0.81091,0.86554,0.82067,0.5644,0.68918,1.7783,0.69539,0.95521,2.4769e-05,2.4769e-05,2.4769e-05
339,1231.08,0.55509,0.84474,0.44427,0.9324,0.86176,0.91443,0.90327,0.73075,0.7962,0.85425,0.80862,0.55865,0.69127,1.80238,0.69799,0.95607,2.45039e-05,2.45039e-05,2.45039e-05
340,1234.74,0.58062,0.85835,0.48169,0.95212,0.85461,0.91443,0.90166,0.73161,0.79104,0.85888,0.80267,0.55671,0.69226,1.80257,0.70048,0.95587,2.42397e-05,2.42397e-05,2.42397e-05
341,1238.31,0.57391,0.74014,0.47009,0.94266,0.84626,0.90517,0.89341,0.73253,0.78707,0.85425,0.80318,0.56208,0.691,1.80177,0.70537,0.95506,2.39766e-05,2.39766e-05,2.39766e-05
342,1241.87,0.59892,0.92933,0.48711,0.95707,0.84115,0.92369,0.89779,0.73467,0.77944,0.87277,0.80812,0.56347,0.69301,1.79873,0.7086,0.95566,2.37145e-05,2.37145e-05,2.37145e-05
343,1245.57,0.54121,0.77922,0.46577,0.9251,0.84355,0.92164,0.89519,0.7282,0.81956,0.83196,0.7993,0.56176,0.69647,1.77651,0.70826,0.95478,2.34535e-05,2.34535e-05,2.34535e-05
344,1248.97,0.55093,0.78582,0.46249,0.93014,0.84252,0.91629,0.88693,0.72182,0.8167,0.83461,0.79953,0.55905,0.69432,1.75491,0.70733,0.95399,2.31935e-05,2.31935e-05,2.31935e-05
345,1252.54,0.53419,0.86201,0.45673,0.93387,0.8531,0.91419,0.88746,0.72352,0.78552,0.8473,0.79295,0.55795,0.69459,1.7511,0.70575,0.95416,2.29347e-05,2.29347e-05,2.29347e-05
346,1256.19,0.54661,0.80298,0.44429,0.92883,0.85888,0.91906,0.89131,0.72567,0.79827,0.858,0.79795,0.5623,0.68905,1.75167,0.70353,0.95293,2.26769e-05,2.26769e-05,2.26769e-05
347,1259.72,0.56981,0.82597,0.46383,0.95529,0.86374,0.92046,0.89369,0.72983,0.80561,0.86533,0.80628,0.56322,0.68563,1.75706,0.70156,0.95249,2.24202e-05,2.24202e-05,2.24202e-05
348,1263.29,0.53576,0.79098,0.45393,0.93344,0.86654,0.91736,0.89362,0.73064,0.808,0.86195,0.80328,0.56253,0.6803,1.74944,0.69813,0.95071,2.21646e-05,2.21646e-05,2.21646e-05
349,1266.94,0.50883,0.77411,0.45824,0.92917,0.86667,0.91443,0.89234,0.73041,0.80481,0.85888,0.80614,0.559,0.68322,1.74154,0.70242,0.9499,2.19102e-05,2.19102e-05,2.19102e-05
350,1270.56,0.51254,0.81128,0.42763,0.92086,0.85977,0.91906,0.8891,0.72605,0.80638,0.86814,0.80572,0.56276,0.68502,1.71763,0.70544,0.94803,2.16568e-05,2.16568e-05,2.16568e-05
351,1274.22,0.54185,0.88317,0.45832,0.93655,0.85902,0.917,0.89277,0.73156,0.801,0.86193,0.80422,0.56704,0.68484,1.70038,0.70353,0.94647,2.14046e-05,2.14046e-05,2.14046e-05
352,1277.86,0.53785,0.804,0.45876,0.93675,0.85647,0.91331,0.89405,0.73417,0.79055,0.86814,0.80569,0.56859,0.68294,1.69064,0.70099,0.94522,2.11536e-05,2.11536e-05,2.11536e-05
353,1281.48,0.50352,0.76487,0.43335,0.92111,0.85469,0.91111,0.89729,0.73345,0.80219,0.8627,0.81346,0.56744,0.6812,1.68562,0.70132,0.94561,2.09037e-05,2.09037e-05,2.09037e-05
354,1285.15,0.56481,0.88747,0.46664,0.94589,0.85864,0.9223,0.89855,0.73625,0.8054,0.87232,0.81667,0.56544,0.68134,1.70093,0.70448,0.94704,2.0655e-05,2.0655e-05,2.0655e-05
355,1288.8,0.50372,0.77158,0.43948,0.91632,0.84208,0.93022,0.89215,0.72954,0.7911,0.88004,0.81835,0.56354,0.68613,1.72607,0.70923,0.94936,2.04075e-05,2.04075e-05,2.04075e-05
356,1292.37,0.52784,0.88506,0.45218,0.93368,0.85207,0.92002,0.89078,0.73095,0.81916,0.88827,0.84539,0.56451,0.69147,1.75295,0.70618,0.95116,2.01611e-05,2.01611e-05,2.01611e-05
357,1296.07,0.54285,0.83759,0.47242,0.94779,0.85177,0.91719,0.8888,0.7264,0.82335,0.88962,0.84204,0.56387,0.69342,1.7594,0.70032,0.95254,1.99159e-05,1.99159e-05,1.99159e-05
358,1299.7,0.55294,0.82075,0.46642,0.94257,0.86146,0.9225,0.89186,0.73069,0.82361,0.88575,0.82989,0.5624,0.68915,1.75046,0.69144,0.95074,1.9672e-05,1.9672e-05,1.9672e-05
359,1303.3,0.51741,0.82763,0.46008,0.9359,0.86181,0.91846,0.89391,0.73278,0.82842,0.88615,0.83473,0.56411,0.68107,1.7415,0.68717,0.94563,1.94293e-05,1.94293e-05,1.94293e-05
360,1306.85,0.51004,0.75525,0.44823,0.92382,0.8625,0.92369,0.89636,0.74025,0.81797,0.88202,0.82613,0.57174,0.67325,1.73023,0.68638,0.94275,1.91878e-05,1.91878e-05,1.91878e-05
361,1310.46,0.5484,0.85969,0.46678,0.94132,0.86145,0.92548,0.90608,0.74646,0.81914,0.88394,0.82795,0.57551,0.6718,1.73423,0.69097,0.94218,1.89475e-05,1.89475e-05,1.89475e-05
362,1314.12,0.52195,0.77737,0.44303,0.93497,0.85564,0.92648,0.90508,0.74835,0.81367,0.88511,0.83202,0.5768,0.66992,1.73039,0.69433,0.94254,1.87085e-05,1.87085e-05,1.87085e-05
363,1317.76,0.53046,0.81822,0.43698,0.92511,0.84854,0.91906,0.89985,0.74411,0.80081,0.87277,0.82454,0.57786,0.66524,1.73659,0.69302,0.9424,1.84707e-05,1.84707e-05,1.84707e-05
364,1321.92,0.53848,0.79693,0.46396,0.93719,0.84067,0.92369,0.90006,0.74062,0.79894,0.88202,0.83096,0.58025,0.66221,1.74068,0.69536,0.94234,1.82342e-05,1.82342e-05,1.82342e-05
365,1325.55,0.52843,0.88485,0.4545,0.94111,0.84383,0.92369,0.90075,0.74343,0.79315,0.87277,0.82242,0.58023,0.66005,1.73992,0.69539,0.94205,1.7999e-05,1.7999e-05,1.7999e-05
366,1329.19,0.49949,0.7623,0.43899,0.91308,0.84886,0.91906,0.90094,0.74312,0.80198,0.87277,0.8227,0.57732,0.66279,1.74352,0.7022,0.94222,1.77651e-05,1.77651e-05,1.77651e-05
367,1332.76,0.52657,0.80682,0.44322,0.91732,0.84919,0.91906,0.89591,0.7365,0.80102,0.87363,0.81925,0.57316,0.66705,1.74961,0.70336,0.9424,1.75324e-05,1.75324e-05,1.75324e-05
368,1336.42,0.51718,0.80636,0.46688,0.93241,0.84824,0.92265,0.89482,0.73442,0.802,0.87729,0.8235,0.57491,0.67325,1.74497,0.70476,0.94445,1.73011e-05,1.73011e-05,1.73011e-05
369,1340.13,0.54596,0.8402,0.4594,0.93965,0.85582,0.91443,0.89264,0.73445,0.80018,0.85888,0.81776,0.57291,0.67863,1.74462,0.70173,0.94599,1.7071e-05,1.7071e-05,1.7071e-05
370,1343.69,0.51318,0.751,0.43674,0.93134,0.84856,0.91926,0.8917,0.73133,0.79733,0.86967,0.81703,0.57044,0.68164,1.74645,0.70715,0.94771,1.68423e-05,1.68423e-05,1.68423e-05
371,1347.43,0.53004,0.82416,0.44664,0.92889,0.8723,0.89591,0.89279,0.72978,0.79787,0.86915,0.81692,0.56761,0.68145,1.73927,0.70743,0.94893,1.66149e-05,1.66149e-05,1.66149e-05
